SchemaName;SchemaID;DataCORELayer;ObjectName;ObjectID;ObjectType;ObjectTypeDescription;ObjectSQLCode_Anzahl_Character;ObjectSQLCode_First_32767_Characters
INFI_QMAP_CSC2;91;INFormation Mart as Interface;V_INTF_MonthlySalesTransactions_G1;1813125750;V ;VIEW;10358;/**/ /* View: V_INTF_MonthlySalesTransactions_G1 */ /**/ /* =*/ /* V01.00.02 2022-02-03 Sanja Mihalic CI/XAD3 */ /* Interface view for transfer of monthly sales transactions data to QMAP */ /* Data.CORE Outgoing Interface #0164 https://inside-docupedia.bosch.com/confluence/x/Vy0Scg */ /* This view consumes the following Soft Rules */ /* Restrictions: */ /* - Restricted to certain company codes (legal entities in the scope of BBM) */ /* Changes: */ /* - V01.00.02 2022-02-03 - [Material] column trimed to 10 characters */ /* - V01.00.01 2021-12-13 - Filter to column [RecordType] added, source for [Material] changed to [WWR04] */ /* - V01.00.00 2021-09-01 Yannick Sigwalt GS/BDD02 & Martin Urban CI/XTD2 */ /* Copied from [INFI_Optravis_CSC2].[V_INTF_MonthlySalesTransactions_G0] V01.06.01 2021-06-21 */ /* + Enhanced with columns [RecordType] */ /* =*/
INFI_Optravis_CSC2;63;INFormation Mart as Interface;V_INTF_MonthlySalesTransactions_C3;1813997939;V ;VIEW;11788;"/**/ /* View: V_INTF_MonthlySalesTransactions_C3 */ /**/ /* =*/ /* V01.07.00 2023-06-27 Hui Yang BD/XSP4 & Tatjana Derdus CI/DAV2.3 & Yannick Sigwalt GS/BDO12 */ /* Interface view for transfer of monthly sales transactions data to Optravis */ /* Data.CORE Outgoing Interface #0004 https://inside-docupedia.bosch.com/confluence/x/nfwnV */ /* This view consumes the following Soft Rules */ /* #FBI-SR-000000066 https://inside-docupedia.bosch.com/confluence/x/0MFYaQ */ /* Restrictions: */ /* - Restricted to certain company codes (legal entities in the scope of BBM) */ /* Changes: */ /* - V01.07.00 Data souce of “BaseUnit” is changed, column name of “Quantity” to “QuantityInPieces”, */ /* new column “QuantityBaseUnit” is added, according to #151313 */ /* - V01.06.01 Merged Quantity and Amount Records into 1 single record (INC000020225056) */ /* - V01.06.00 Added SoftRule FBI-SR-000000066 */ /* Added Filter on [CurrencyTypeOfOperatingConcern] = '02' for Quantities */ /* - V01.05.00 Reworked view to use new CO-PA RAWVault and added Field ProfitCenter */ /* - V01.04.00 Added column SourceSystem (2021-02-10) */ /* - V01.03.00 Rename MaterialOrig to Material; Add SalesDocumentType (2020-12-16) */ /* - V01.02.00 Adjust TotalNetSales calculation based on changed customer requirement */ /* Use new MDS-based tables for CompanyCodeScope definition (2020-11-11) */ /* - V01.01.00 Replace WWR04 by ARTNR as source for MaterialOrig (2020-10-19) */ /* - V01.00.01 Re-worked based on refined customer requirement (2020-09-30) */ /* - V01.00.00 Initial version (2020-09-03) */ /* =*/"
INFI_Optravis_CSC1;64;INFormation Mart as Interface;V_INTF_MD_SalesDocumentType_G4;1819569966;V ;VIEW;1966;/**/ /* View: V_INTF_MD_SalesDocumentType_G4 */ /**/ /* = */ /* V01.01.01 2023-07-25 URA1FE, Tatjana Derdus CI/DAV2.3 */ /* Interface view for transfer of sales document type reference data to Optravis */ /* Data.CORE Outgoing Interface #0086 https://inside-docupedia.bosch.com/confluence/x/d6KHYw */ /* Restrictions: */ /* - only includes sales document type short text in English language */ /* Changes: */ /* - V01.01.01 2023-07-25 Added link for Outgoing Interface, removed distinct */ /* - V01.01.00 2020-04-15 Adapted SQL query to also include sales document types for which */ /* no English description is maintained (ShortText is NULL) */ /* - V01.00.00 2020-04-12 Initial version */ /* = */
INFI_PlantResult_TM1_CSC2;112;INFormation Mart as Interface;V_PlantResultCostActual_V1_IFCT0_G5;1820181880;V ;VIEW;4988;/**/ /* View: V_PlantResultCostActual_V1_IFCT0_G5 */ /**/ /**/ /* V01.00.01 - 2022-11-25 Yannick Sigwalt GS/BDD1 */ /* Fact view for Plant Result Application - Cost Actual based on SAP ERP CO-OM data */ /* Data.CORE Outgoing Interface #0229 - https://inside-docupedia.bosch.com/confluence/x/kdtlhg */ /* Consumed SoftRules */ /* Update: */ /* V01.00.01 - Reworked view to consumed New Persisted Fact instead of Data Vault Model */ /* V01.00.00 - initial version */ /**/
INFI_Costs_SSAS_CSC2;51;INFormation Mart as Interface;V_Equipment_V3_IDIM1_G0;1820637629;V ;VIEW;8357;"/**/ /* View: V_Equipment_V3_IDIM1_G0 */ /**/ /*=*/ /* V01.02.01 - 2020-10-15 Tatjana Derdus CI/DAV2.3 */ /* Equipment dimension created for the use case of reporting on maintenance costs */ /* Update: */ /* - V01.00.00 - 2020-04-29 - Initial version */ /* - V01.01.00 - 2020-06-25 - Add EquipmentCategory, EquipmentCategoryDescription */ /* - V01.02.00 - 2020-09-07 - Remove FunctionalLocation information; Add FunctionalLocationDimId */ /* - V01.02.01 - 2020-10-15 - Add Dummy Record per LanguageCode */ /*=*/"
INFI_Costs_SSAS_CSC2;51;INFormation Mart as Interface;V_CostsActualCost_V2_IFCT0_B2;1827849924;V ;VIEW;12240;/**/ /* View: V_CostsActualCost_V2_IFCT0_B2 */ /**/ /**/ /* V01.00.02 - 2023-01-05 Michal Erdman & Sanja Mihalic CI/XAD3 */ /* Fact view for Costs Application - Actual Cost based on re-designed data model */ /* Copied from V_Costs Actual Cost_V2_IFCT0_G4 V01.00.04 as of 2021-09-03 */ /* Data.CORE Outgoing Interface #0005 - https://inside-docupedia.bosch.com/confluence/x/XDVPV */ /* Update: */ /* V01.00.02 - Added new version of SR25 */ /* V01.00.01 - 2022-03-02 - restrictions to ValueTypes 03 and 04 */ /* V01.00.00 - 2021-11-02 - initial */ /**/
INFI_QMAP_CSC2;91;INFormation Mart as Interface;V_INTF_MonthlySalesTransactions_G2;1829125807;V ;VIEW;10358;/**/ /* View: V_INTF_MonthlySalesTransactions_G2 */ /**/ /* =*/ /* V01.00.02 2022-02-03 Sanja Mihalic CI/XAD3 */ /* Interface view for transfer of monthly sales transactions data to QMAP */ /* Data.CORE Outgoing Interface #0164 https://inside-docupedia.bosch.com/confluence/x/Vy0Scg */ /* This view consumes the following Soft Rules */ /* Restrictions: */ /* - Restricted to certain company codes (legal entities in the scope of BBM) */ /* Changes: */ /* - V01.00.02 2022-02-03 - [Material] column trimed to 10 characters */ /* - V01.00.01 2021-12-13 - Filter to column [RecordType] added, source for [Material] changed to [WWR04] */ /* - V01.00.00 2021-09-01 Yannick Sigwalt GS/BDD02 & Martin Urban CI/XTD2 */ /* Copied from [INFI_Optravis_CSC2].[V_INTF_MonthlySalesTransactions_G0] V01.06.01 2021-06-21 */ /* + Enhanced with columns [RecordType] */ /* =*/
INFI_Costs_SSAS_CSC2;51;INFormation Mart as Interface;V_FactActualCost_A2;1833317841;V ;VIEW;2269;/**/ /* View: V_FactActualCost_D0 */ /**/ /**/ /* V01.00.01 2021-09-24 Szivos Andras CI/BTM-AC1 */ /* Fact view for Costs booked on Cost Centers from PTT */ /* Changes: */ /* Restriction: */ /**/
INFI_Optravis_CSC1;64;INFormation Mart as Interface;V_INTF_MD_SalesDocumentType_G5;1835570023;V ;VIEW;1966;/**/ /* View: V_INTF_MD_SalesDocumentType_G5 */ /**/ /* = */ /* V01.01.01 2023-07-25 URA1FE, Tatjana Derdus CI/DAV2.3 */ /* Interface view for transfer of sales document type reference data to Optravis */ /* Data.CORE Outgoing Interface #0086 https://inside-docupedia.bosch.com/confluence/x/d6KHYw */ /* Restrictions: */ /* - only includes sales document type short text in English language */ /* Changes: */ /* - V01.01.01 2023-07-25 Added link for Outgoing Interface, removed distinct */ /* - V01.01.00 2020-04-15 Adapted SQL query to also include sales document types for which */ /* no English description is maintained (ShortText is NULL) */ /* - V01.00.00 2020-04-12 Initial version */ /* = */
INFI_TM1_CSC2;9;INFormation Mart as Interface;V_INTF_PNL_DIM_Currency_ATTR;1835869607;V ;VIEW;1295;/**/ /* View: V_INTF_PNL_DIM_Currency_ATTR */ /**/
INFI_PlantResult_TM1_CSC2;112;INFormation Mart as Interface;V_PlantResultCostActual_V1_IFCT0_G6;1836181937;V ;VIEW;4988;/**/ /* View: V_PlantResultCostActual_V1_IFCT0_G6 */ /**/ /**/ /* V01.00.01 - 2022-11-25 Yannick Sigwalt GS/BDD1 */ /* Fact view for Plant Result Application - Cost Actual based on SAP ERP CO-OM data */ /* Data.CORE Outgoing Interface #0229 - https://inside-docupedia.bosch.com/confluence/x/kdtlhg */ /* Consumed SoftRules */ /* Update: */ /* V01.00.01 - Reworked view to consumed New Persisted Fact instead of Data Vault Model */ /* V01.00.00 - initial version */ /**/
INFI_Costs_SSAS_CSC2;51;INFormation Mart as Interface;V_Equipment_V3_IDIM1_G4;1836637686;V ;VIEW;8460;"/**/ /* View: V_Equipment_V3_IDIM1_G4 */ /**/ /*=*/ /* V01.02.01 - 2020-10-15 Tatjana Derdus CI/DAV2.3 */ /* Equipment dimension created for the use case of reporting on maintenance costs */ /* Update: */ /* - V01.00.00 - 2020-03-24 - Initial version (Stephan Wund GS/FBI2) */ /* - V01.00.01 - 2020-04-09 - Use PrimaryLanguage Desc for Equipment, SO-Equipment, Func. Location */ /* - V01.01.00 - 2020-06-25 - Add EquipmentCategory, EquipmentCategoryDescription */ /* - V01.02.00 - 2020-09-07 - Remove FunctionalLocation information; Add FunctionalLocationDimId */ /* - V01.02.01 - 2020-10-15 - Add Dummy Record per LanguageCode */ /*=*/"
INFI_Optravis_CSC1;64;INFormation Mart as Interface;V_INTF_MD_Material_C3;1839501782;V ;VIEW;9045;"/**/ /* View: V_INTF_MD_Material_C3 */ /**/ /* = */ /* V01.02.01B 2021-06-24 Karoline Adler GS/BDO12 & Tatjana Derdus CI/DAV2.3 */ /* Interface view for transfer of end-of-previous-month material master data to Optravis */ /* Data.CORE Outgoing Interface #0007 https://inside-docupedia.bosch.com/confluence/x/DjFNXQ */ /* Restrictions: */ /* - only includes materials that are linked to CO-PA items */ /* - only includes material descriptions in English language */ /* - only includes ValuationClassIDs where ValuationType equals blank */ /* Changes: */ /* - V01.02.01 2021-06-24 Bugfix (filter on lines where ValuationType/BWTAR equals blank) */ /* - V01.02.00 2021-04-12 Adjusted to use new CO-PA model as a basis */ /* - V01.01.02 2021-03-04 Performance optimization */ /* - V01.01.01 2021-02-11 Bugfix (join of material valuation attributes) */ /* - V01.01.00 2021-02-10 Add Product Hierarchy descriptions; Add field SourceSystem; */ /* Join material valuation attributes via T001W */ /* - V01.00.01 2020-12-10 Fix join with material valuation data; rename plant column */ /* - V01.00.00 Initial version */ /* = */"
INFI_Costs_SSAS_CSC2;51;INFormation Mart as Interface;V_BridgeCostCenterToFact_V3_IDIM1;1840777665;V ;VIEW;376;/**/ /* View: V_BridgeCostCenterToFact_V3_IDIM1 */ /**/
INFI_Costs_SSAS_CSC2;51;INFormation Mart as Interface;V_CostsActualCost_V2_IFCT0_B4;1843849981;V ;VIEW;12201;/**/ /* View: V_CostsActualCost_V2_IFCT0_B4 */ /**/ /**/ /* V01.00.01 - 2023-01-05 Michal Erdman & Urban Martin & Yannick Sigwalt & Stephan Wund GS/BDD2 & Sanja Mihalic CI/XAD3 */ /* Fact view for Costs Application - Actual Cost based on re-designed data model, */ /* Data.CORE Outgoing Interface #0005 - https://inside-docupedia.bosch.com/confluence/x/XDVPV */ /* Update: */ /* - V01.00.01 - Added new version of SR25 */ /* - V01.00.00 - Created - copied from V_Costs Actual Cost_V2_IFCT0_D0 V01.00.05, commented out material section */ /**/
INFI_QMAP_CSC2;91;INFormation Mart as Interface;V_INTF_MonthlySalesTransactions_G3;1845125864;V ;VIEW;10366;/**/ /* View: V_INTF_MonthlySalesTransactions_G3 */ /**/ /* =*/ /* V01.00.02 2022-02-03 Sanja Mihalic CI/XAD3 */ /* Interface view for transfer of monthly sales transactions data to QMAP */ /* Data.CORE Outgoing Interface #0164 https://inside-docupedia.bosch.com/confluence/x/Vy0Scg */ /* This view consumes the following Soft Rules */ /* Restrictions: */ /* - Restricted to certain company codes (legal entities in the scope of BBM) */ /* Changes: */ /* - V01.00.02 2022-02-03 - [Material] column trimed to 10 characters */ /* - V01.00.01 2021-12-13 - Filter to column [RecordType] added, source for [Material] changed to [WWR04] */ /* - V01.00.00 2021-09-01 Yannick Sigwalt GS/BDD02 & Martin Urban CI/XTD2 */ /* Copied from [INFI_Optravis_CSC2].[V_INTF_MonthlySalesTransactions_G0] V01.06.01 2021-06-21 */ /* + Enhanced with columns [RecordType] */ /* =*/
INFI_Optravis_CSC2;63;INFormation Mart as Interface;V_INTF_MonthlySalesTransactions_G1;1845998053;V ;VIEW;11786;"/**/ /* View: V_INTF_MonthlySalesTransactions_G1 */ /**/ /* =*/ /* V01.07.00 2023-06-27 Hui Yang BD/XSP4 & Tatjana Derdus CI/DAV2.3 & Yannick Sigwalt GS/BDO12 */ /* Interface view for transfer of monthly sales transactions data to Optravis */ /* Data.CORE Outgoing Interface #0004 https://inside-docupedia.bosch.com/confluence/x/nfwnV */ /* This view consumes the following Soft Rules */ /* #FBI-SR-000000066 https://inside-docupedia.bosch.com/confluence/x/0MFYaQ */ /* Restrictions: */ /* - Restricted to certain company codes (legal entities in the scope of BBM) */ /* Changes: */ /* - V01.07.00 Data souce of “BaseUnit” is changed, column name of “Quantity” to “QuantityInPieces”, */ /* new column “QuantityBaseUnit” is added, according to #151313 */ /* - V01.06.01 Merged Quantity and Amount Records into 1 single record (INC000020225056) */ /* - V01.06.00 Added SoftRule FBI-SR-000000066 */ /* Added Filter on [CurrencyTypeOfOperatingConcern] = '02' for Quantities */ /* - V01.05.00 Reworked view to use new CO-PA RAWVault and added Field ProfitCenter */ /* - V01.04.00 Added column SourceSystem (2021-02-10) */ /* - V01.03.00 Rename MaterialOrig to Material; Add SalesDocumentType (2020-12-16) */ /* - V01.02.00 Adjust TotalNetSales calculation based on changed customer requirement */ /* Use new MDS-based tables for CompanyCodeScope definition (2020-11-11) */ /* - V01.01.00 Replace WWR04 by ARTNR as source for MaterialOrig (2020-10-19) */ /* - V01.00.01 Re-worked based on refined customer requirement (2020-09-30) */ /* - V01.00.00 Initial version (2020-09-03) */ /* =*/"
STAG_CORE_F0;82;;V_STAG_COCostPlanManual_F0;1847937905;V ;VIEW;11114;/**/ /* View: V_STAG_COCostPlanManual_F0 */ /**/ /* =*/ /* V01.00.01 2022-03-10 Sanja Mihalic CI/XAD3 */ /* This view is use for loading Plan Data from CORE.Writer into DataVault */ /* This view implements the following Hard Rules */ /* #FBI-DV-HR-000000027 https://inside-docupedia.bosch.com/confluence/display/BID/%23FBI-DV-HR-000000027 */ /* Step 1 - In the case user uploaded several time the same combination, only take the newest combination ! */ /* Step 2 - Get the already loaded data into DV */ /* (Necessary to delete the last loaded data for the defined combination */ /* Step 3 - Prepare the data to be loaded into DV incl. Datatype conversion and data cleansing */ /* Step 4 - Merge altready loaded data and new data to be able to identify correct CDC Status */ /* Update: */ /* V01.00.01 2022-03-10 - Period coulmn from CORE.Writer cut to usual Period */ /* V01.00.00 2021-09-01 - initial */ /* Restriction: */ /* =*/
MEAM_DataCORE_CSC1;46;MEtA Mart;V_DataCOREPerFactHousekeeping;1847989960;V ;VIEW;1414;/**/ /* View: V_DataCOREPerFactHousekeeping */ /**/ /* =*/ /* V01.00.00 2022-11-02 Yannick Sigwalt GS/BDD1 */ /* This view provide the generic Parameter for range of years to be loaded if new data is coming */ /* Filter on Application, Element to receive the list of Costs PerFacts */ /* Restrictions: */ /* Update: */ /* =*/
INFI_Optravis_CSC1;64;INFormation Mart as Interface;V_INTF_MD_SalesDocumentType_G6;1851570080;V ;VIEW;1966;/**/ /* View: V_INTF_MD_SalesDocumentType_G6 */ /**/ /* = */ /* V01.01.01 2023-07-25 URA1FE, Tatjana Derdus CI/DAV2.3 */ /* Interface view for transfer of sales document type reference data to Optravis */ /* Data.CORE Outgoing Interface #0086 https://inside-docupedia.bosch.com/confluence/x/d6KHYw */ /* Restrictions: */ /* - only includes sales document type short text in English language */ /* Changes: */ /* - V01.01.01 2023-07-25 Added link for Outgoing Interface, removed distinct */ /* - V01.01.00 2020-04-15 Adapted SQL query to also include sales document types for which */ /* no English description is maintained (ShortText is NULL) */ /* - V01.00.00 2020-04-12 Initial version */ /* = */
INFI_Costs_SSAS_CSC2;51;INFormation Mart as Interface;V_Equipment_V3_IDIM1_G5;1852637743;V ;VIEW;8460;"/**/ /* View: V_Equipment_V3_IDIM1_G5 */ /**/ /*=*/ /* V01.02.01 - 2020-10-15 Tatjana Derdus CI/DAV2.3 */ /* Equipment dimension created for the use case of reporting on maintenance costs */ /* Update: */ /* - V01.00.00 - 2020-03-24 - Initial version (Stephan Wund GS/FBI2) */ /* - V01.00.01 - 2020-04-09 - Use PrimaryLanguage Desc for Equipment, SO-Equipment, Func. Location */ /* - V01.01.00 - 2020-06-25 - Add EquipmentCategory, EquipmentCategoryDescription */ /* - V01.02.00 - 2020-09-07 - Remove FunctionalLocation information; Add FunctionalLocationDimId */ /* - V01.02.01 - 2020-10-15 - Add Dummy Record per LanguageCode */ /*=*/"
INFI_Costs_SSAS_CSC2;51;INFormation Mart as Interface;V_BridgeCostElementToFact_V3_IDIM1;1856777722;V ;VIEW;396;/**/ /* View: V_BridgeCostElementToFact_V3_IDIM1 */ /**/
INFI_Costs_SSAS_CSC2;51;INFormation Mart as Interface;V_CostsActualCost_V2_IFCT0_G0;1859850038;V ;VIEW;12843;/**/ /* View: V_CostsActualCost_V2_IFCT0_G0 */ /**/ /**/ /* V01.00.06 - 2023-01-05 Michal Erdman & Yannick Sigwalt & Stephan Wund GS/BDD2 & Sanja Mihalic CI/XAD3 */ /* Fact view for Costs Application - Actual Cost based on re-designed data model, copied from V_Costs Actual Cost_V2_IFCT0_G1 */ /* Data.CORE Outgoing Interface #0005 - https://inside-docupedia.bosch.com/confluence/x/XDVPV */ /* Update: */ /* - V01.00.06 - Added new version of SR25 */ /* - V01.00.05 - restrictions to ValueTypes 03 and 04 */ /* - V01.00.04 - Updated Formula for Variable Amount ObjectCurrency */ /* - V01.00.03 - Added columns SourceCostCenterId_BK & SourceCostCenterDimId */ /* - V01.00.02 - Added Variable Amount COAreaCurrency + Fixed Amount ObjectCurrency + Variable Amount ObjectCurrency */ /* - Reworked Non-Conform CostCenter Solution */ /* - V01.00.01 - adding lookup of ConformedCostCenter for CostCenterDimId */ /* - V01.00.00 - adding LoadEndDate selection to BSATs */ /**/
INFI_QMAP_CSC2;91;INFormation Mart as Interface;V_INTF_MonthlySalesTransactions_G4;1861125921;V ;VIEW;10366;/**/ /* View: V_INTF_MonthlySalesTransactions_G4 */ /**/ /* =*/ /* V01.00.02 2022-02-03 Sanja Mihalic CI/XAD3 */ /* Interface view for transfer of monthly sales transactions data to QMAP */ /* Data.CORE Outgoing Interface #0164 https://inside-docupedia.bosch.com/confluence/x/Vy0Scg */ /* This view consumes the following Soft Rules */ /* Restrictions: */ /* - Restricted to certain company codes (legal entities in the scope of BBM) */ /* Changes: */ /* - V01.00.02 2022-02-03 - [Material] column trimed to 10 characters */ /* - V01.00.01 2021-12-13 - Filter to column [RecordType] added, source for [Material] changed to [WWR04] */ /* - V01.00.00 2021-09-01 Yannick Sigwalt GS/BDD02 & Martin Urban CI/XTD2 */ /* Copied from [INFI_Optravis_CSC2].[V_INTF_MonthlySalesTransactions_G0] V01.06.01 2021-06-21 */ /* + Enhanced with columns [RecordType] */ /* =*/
INFI_Optravis_CSC2;63;INFormation Mart as Interface;V_INTF_MonthlySalesTransactions_G2;1861998110;V ;VIEW;11801;"/**/ /* View: V_INTF_MonthlySalesTransactions_G2 */ /**/ /* =*/ /* V01.07.00 2023-06-27 Hui Yang BD/XSP4 & Tatjana Derdus CI/DAV2.3 & Yannick Sigwalt GS/BDO12 */ /* Interface view for transfer of monthly sales transactions data to Optravis */ /* Data.CORE Outgoing Interface #0004 https://inside-docupedia.bosch.com/confluence/x/nfwnV */ /* This view consumes the following Soft Rules */ /* #FBI-SR-000000066 https://inside-docupedia.bosch.com/confluence/x/0MFYaQ */ /* Restrictions: */ /* - Restricted to certain company codes (legal entities in the scope of BBM) */ /* Changes: */ /* - V01.07.00 Data souce of “BaseUnit” is changed, column name of “Quantity” to “QuantityInPieces”, */ /* new column “QuantityBaseUnit” is added, according to #151313 */ /* - V01.06.01 Merged Quantity and Amount Records into 1 single record (INC000020225056) */ /* - V01.06.00 Added SoftRule FBI-SR-000000066 */ /* Added Filter on [CurrencyTypeOfOperatingConcern] = '02' for Quantities */ /* - V01.05.00 Reworked view to use new CO-PA RAWVault and added Field ProfitCenter */ /* - V01.04.00 Added column SourceSystem (2021-02-10) */ /* - V01.03.00 Rename MaterialOrig to Material; Add SalesDocumentType (2020-12-16) */ /* - V01.02.00 Adjust TotalNetSales calculation based on changed customer requirement */ /* Use new MDS-based tables for CompanyCodeScope definition (2020-11-11) */ /* - V01.01.00 Replace WWR04 by ARTNR as source for MaterialOrig (2020-10-19) */ /* - V01.00.01 Re-worked based on refined customer requirement (2020-09-30) */ /* - V01.00.00 Initial version (2020-09-03) */ /* =*/"
MEAV_DataCORE_CSC1;47;MEtA Vault;V_COCostActualLineItemDelta_A2;1863990017;V ;VIEW;2045;/**/ /* View: V_COCostActualLineItemDelta_A2 */ /**/ /* =*/ /* V01.00.02 2022-11-02 Yannick Sigwalt, GS/BDD1 */ /* This view reads all the loaded records from [RAWV_COOM_CSC1].[COCostActualLineItem_WSAT0_xx_L] */ /* to identify new CO actuals cost line item */ /* Restriction: */ /* - none */ /* Update: */ /* - V01.00.02 - Reworked SQL */ /* =*/
INFI_Optravis_CSC1;64;INFormation Mart as Interface;V_INTF_MD_SalesDocumentType_S3;1867570137;V ;VIEW;1966;/**/ /* View: V_INTF_MD_SalesDocumentType_S3 */ /**/ /* = */ /* V01.01.01 2023-07-25 URA1FE, Tatjana Derdus CI/DAV2.3 */ /* Interface view for transfer of sales document type reference data to Optravis */ /* Data.CORE Outgoing Interface #0086 https://inside-docupedia.bosch.com/confluence/x/d6KHYw */ /* Restrictions: */ /* - only includes sales document type short text in English language */ /* Changes: */ /* - V01.01.01 2023-07-25 Added link for Outgoing Interface, removed distinct */ /* - V01.01.00 2020-04-15 Adapted SQL query to also include sales document types for which */ /* no English description is maintained (ShortText is NULL) */ /* - V01.00.00 2020-04-12 Initial version */ /* = */
INFI_Costs_SSAS_CSC2;51;INFormation Mart as Interface;V_Equipment_V3_IDIM1_G6;1868637800;V ;VIEW;8357;"/**/ /* View: V_Equipment_V3_IDIM1_G6 */ /**/ /*=*/ /* V01.02.01 - 2020-10-15 Tatjana Derdus CI/DAV2.3 */ /* Equipment dimension created for the use case of reporting on maintenance costs */ /* Update: */ /* - V01.00.00 - 2020-04-29 - Initial version */ /* - V01.01.00 - 2020-06-25 - Add EquipmentCategory, EquipmentCategoryDescription */ /* - V01.02.00 - 2020-09-07 - Remove FunctionalLocation information; Add FunctionalLocationDimId */ /* - V01.02.01 - 2020-10-15 - Add Dummy Record per LanguageCode */ /*=*/"
INFI_Costs_SSAS_CSC2;51;INFormation Mart as Interface;V_CostsActualCost_V2_IFCT0_G1;1875850095;V ;VIEW;12844;/**/ /* View: V_CostsActualCost_V2_IFCT0_G1 */ /**/ /**/ /* V01.00.06 - 2023-01-05 Michal Erdman & Yannick Sigwalt & Stephan Wund GS/BDD2 & Sanja Mihalic CI/XAD3 */ /* Fact view for Costs Application - Actual Cost based on re-designed data model, copied from V_Costs Actual Cost_V2_IFCT0_G1 */ /* Data.CORE Outgoing Interface #0005 - https://inside-docupedia.bosch.com/confluence/x/XDVPV */ /* Update: */ /* - V01.00.06 - Added new version of SR25 */ /* - V01.00.05 - restrictions to ValueTypes 03 and 04 */ /* - V01.00.04 - Updated Formula for Variable Amount ObjectCurrency */ /* - V01.00.03 - Added columns SourceCostCenterId_BK & SourceCostCenterDimId */ /* - V01.00.02 - Added Variable Amount COAreaCurrency + Fixed Amount ObjectCurrency + Variable Amount ObjectCurrency */ /* - Reworked Non-Conform CostCenter Solution */ /* - V01.00.01 - adding lookup of ConformedCostCenter for CostCenterDimId */ /* - V01.00.00 - adding LoadEndDate selection to BSATs */ /**/
INFI_QMAP_CSC2;91;INFormation Mart as Interface;V_INTF_MonthlySalesTransactions_G5;1877125978;V ;VIEW;10358;/**/ /* View: V_INTF_MonthlySalesTransactions_G5 */ /**/ /* =*/ /* V01.00.02 2022-02-03 Sanja Mihalic CI/XAD3 */ /* Interface view for transfer of monthly sales transactions data to QMAP */ /* Data.CORE Outgoing Interface #0164 https://inside-docupedia.bosch.com/confluence/x/Vy0Scg */ /* This view consumes the following Soft Rules */ /* Restrictions: */ /* - Restricted to certain company codes (legal entities in the scope of BBM) */ /* Changes: */ /* - V01.00.02 2022-02-03 - [Material] column trimed to 10 characters */ /* - V01.00.01 2021-12-13 - Filter to column [RecordType] added, source for [Material] changed to [WWR04] */ /* - V01.00.00 2021-09-01 Yannick Sigwalt GS/BDD02 & Martin Urban CI/XTD2 */ /* Copied from [INFI_Optravis_CSC2].[V_INTF_MonthlySalesTransactions_G0] V01.06.01 2021-06-21 */ /* + Enhanced with columns [RecordType] */ /* =*/
INFI_Optravis_CSC2;63;INFormation Mart as Interface;V_INTF_MonthlySalesTransactions_G3;1877998167;V ;VIEW;11785;"/**/ /* View: V_INTF_MonthlySalesTransactions_G3 */ /**/ /* =*/ /* V01.07.00 2023-06-27 Hui Yang BD/XSP4 & Tatjana Derdus CI/DAV2.3 & Yannick Sigwalt GS/BDO12 */ /* Interface view for transfer of monthly sales transactions data to Optravis */ /* Data.CORE Outgoing Interface #0004 https://inside-docupedia.bosch.com/confluence/x/nfwnV */ /* This view consumes the following Soft Rules */ /* #FBI-SR-000000066 https://inside-docupedia.bosch.com/confluence/x/0MFYaQ */ /* Restrictions: */ /* - Restricted to certain company codes (legal entities in the scope of BBM) */ /* Changes: */ /* - V01.07.00 Data souce of “BaseUnit” is changed, column name of “Quantity” to “QuantityInPieces”, */ /* new column “QuantityBaseUnit” is added, according to #151313 */ /* - V01.06.01 Merged Quantity and Amount Records into 1 single record (INC000020225056) */ /* - V01.06.00 Added SoftRule FBI-SR-000000066 */ /* Added Filter on [CurrencyTypeOfOperatingConcern] = '02' for Quantities */ /* - V01.05.00 Reworked view to use new CO-PA RAWVault and added Field ProfitCenter */ /* - V01.04.00 Added column SourceSystem (2021-02-10) */ /* - V01.03.00 Rename MaterialOrig to Material; Add SalesDocumentType (2020-12-16) */ /* - V01.02.00 Adjust TotalNetSales calculation based on changed customer requirement */ /* Use new MDS-based tables for CompanyCodeScope definition (2020-11-11) */ /* - V01.01.00 Replace WWR04 by ARTNR as source for MaterialOrig (2020-10-19) */ /* - V01.00.01 Re-worked based on refined customer requirement (2020-09-30) */ /* - V01.00.00 Initial version (2020-09-03) */ /* =*/"
MEAV_DataCORE_CSC1;47;MEtA Vault;V_COCostActualLineItemDelta_B2;1879990074;V ;VIEW;2045;/**/ /* View: V_COCostActualLineItemDelta_B2 */ /**/ /* =*/ /* V01.00.02 2022-11-02 Yannick Sigwalt, GS/BDD1 */ /* This view reads all the loaded records from [RAWV_COOM_CSC1].[COCostActualLineItem_WSAT0_xx_L] */ /* to identify new CO actuals cost line item */ /* Restriction: */ /* - none */ /* Update: */ /* - V01.00.02 - Reworked SQL */ /* =*/
INFI_FBI_MDS_CSC2;30;INFormation Mart as Interface;V_INFI_MDS_MD_ProfitCenter;1881213902;V ;VIEW;4413;/**/ /* View: V_INFI_MDS_MD_ProfitCenter */ /**/ /* =*/ /* V01.01.00 2021-03-23 Yannick Sigwalt GS/BDO12 */ /* Interface view to provideFBI_MDS the Basis for ProfitCenter and BusinessUnit maintenance */ /* Update: */ /* V01.01.00: combined ProfitCenter BK with Edition to ease up Master Data Maintenance on FBI-MDS */ /* =*/
